source_domain,target_domain,dataset_label
bls.gov,youtube.com,Politifact_Real
bls.gov,usa.gov,Politifact_Real
bls.gov,data.bls.gov,Politifact_Real
findarticles.com,x.com,Politifact_Real
huffingtonpost.com,huffingtonpost.it,Politifact_Real
huffingtonpost.com,huffingtonpost.kr,Politifact_Real
huffingtonpost.com,buzzfeed.com,Politifact_Real
huffingtonpost.com,huffingtonpost.gr,Politifact_Real
huffingtonpost.com,huffingtonpost.jp,Politifact_Real
huffingtonpost.com,huffingtonpost.es,Politifact_Real
huffingtonpost.com,terrorgap.org,Politifact_Real
huffingtonpost.com,huffingtonpost.fr,Politifact_Real
huffingtonpost.com,advertise.buzzfeed.com,Politifact_Real
twitter.com,help.x.com,Politifact_Real
abcnews.go.com,nielsen.com,Politifact_Real
abcnews.go.com,disneyplus.com,Politifact_Real
medium.com,help.medium.com,Politifact_Real
medium.com,blog.medium.com,Politifact_Real
medium.com,speechify.com,Politifact_Real
medium.com,rsci.app.link,Politifact_Real
medium.com,policy.medium.com,Politifact_Real
medium.com,medium.statuspage.io,Politifact_Real
abcnews.go.com,nielsen.com,Politifact_Real
abcnews.go.com,disneyplus.com,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
youtu.be,youtube.com,Politifact_Real
youtu.be,developers.google.com,Politifact_Real
minnesota.cbslocal.com,x.com,Politifact_Real
minnesota.cbslocal.com,pages.beamery.com,Politifact_Real
minnesota.cbslocal.com,share.flipboard.com,Politifact_Real
minnesota.cbslocal.com,cbsnews.com,Politifact_Real
minnesota.cbslocal.com,help.cbsnews.com,Politifact_Real
minnesota.cbslocal.com,cbsloc.al,Politifact_Real
minnesota.cbslocal.com,youtube.com,Politifact_Real
minnesota.cbslocal.com,publicfiles.fcc.gov,Politifact_Real
minnesota.cbslocal.com,cbs.com,Politifact_Real
minnesota.cbslocal.com,tiktok.com,Politifact_Real
minnesota.cbslocal.com,cbssports.com,Politifact_Real
minnesota.cbslocal.com,paramountplus.com,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
data.bls.gov,bls.gov,Politifact_Real
data.bls.gov,threads.net,Politifact_Real
data.bls.gov,download.bls.gov,Politifact_Real
data.bls.gov,oig.dol.gov,Politifact_Real
data.bls.gov,dol.gov,Politifact_Real
data.bls.gov,youtube.com,Politifact_Real
data.bls.gov,usa.gov,Politifact_Real
medium.com,blogs.wsj.com,Politifact_Real
medium.com,help.medium.com,Politifact_Real
medium.com,blog.medium.com,Politifact_Real
medium.com,speechify.com,Politifact_Real
medium.com,rsci.app.link,Politifact_Real
medium.com,policy.medium.com,Politifact_Real
medium.com,medium.statuspage.io,Politifact_Real
medium.com,wsj.com,Politifact_Real
politifact.com,bsky.app,Politifact_Real
politifact.com,fns.usda.gov,Politifact_Real
twitter.com,help.x.com,Politifact_Real
time.com,geo.ema.gs,Politifact_Real
time.com,parsintl.com,Politifact_Real
time.com,redborder.time.com,Politifact_Real
time.com,timeforkids.com,Politifact_Real
time.com,get.time.com,Politifact_Real
time.com,timeedge.com,Politifact_Real
time.com,support.time.com,Politifact_Real
time.com,timecoverstore.com,Politifact_Real
time.com,api.time.com,Politifact_Real
cnn.com,youtube.com,Politifact_Real
cnn.com,cnnespanol.cnn.com,Politifact_Real
cnn.com,cnn.it,Politifact_Real
cnn.com,max.com,Politifact_Real
cnn.com,arabic.cnn.com,Politifact_Real
cnn.com,edition.cnn.com,Politifact_Real
cnn.com,us.cnn.com,Politifact_Real
cnn.com,careers.wbd.com,Politifact_Real
documentcloud.org,embed.documentcloud.org,Politifact_Real
documentcloud.org,s3.documentcloud.org,Politifact_Real
politifact.com,rickperry.org,Politifact_Real
politifact.com,npr.org,Politifact_Real
politifact.com,texastribune.org,Politifact_Real
politifact.com,bsky.app,Politifact_Real
politifact.com,reaganfoundation.org,Politifact_Real
politifact.com,youtube.com,Politifact_Real
fdic.gov,youtube.com,Politifact_Real
fdic.gov,usa.gov,Politifact_Real
fdic.gov,omniture.com,Politifact_Real
fdic.gov,x.com,Politifact_Real
fdic.gov,fdicoig.gov,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
time.com,politico.com,Politifact_Real
time.com,geo.ema.gs,Politifact_Real
time.com,parsintl.com,Politifact_Real
time.com,redborder.time.com,Politifact_Real
time.com,timeforkids.com,Politifact_Real
time.com,get.time.com,Politifact_Real
time.com,timeedge.com,Politifact_Real
time.com,support.time.com,Politifact_Real
time.com,timecoverstore.com,Politifact_Real
time.com,api.time.com,Politifact_Real
time.com,wikileaks.org,Politifact_Real
time.com,heritage.org,Politifact_Real
time.com,geo.ema.gs,Politifact_Real
time.com,parsintl.com,Politifact_Real
time.com,redborder.time.com,Politifact_Real
time.com,timeforkids.com,Politifact_Real
time.com,get.time.com,Politifact_Real
time.com,cato.org,Politifact_Real
time.com,timeedge.com,Politifact_Real
time.com,support.time.com,Politifact_Real
time.com,popularmechanics.com,Politifact_Real
time.com,timecoverstore.com,Politifact_Real
time.com,api.time.com,Politifact_Real
colbertnation.com,skyshowtime.com,Politifact_Real
colbertnation.com,pplus.legal,Politifact_Real
cq.com,password.cq.com,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
nbcnews.com,youtube.com,Politifact_Real
nbcnews.com,nbcuniversal.com,Politifact_Real
nbcnews.com,msnbc.com,Politifact_Real
nbcnews.com,is.gd,Politifact_Real
nbcnews.com,nbcunicareers.com,Politifact_Real
nbcnews.com,nbcuacademy.com,Politifact_Real
nbcnews.com,nbcwashington.com,Politifact_Real
nbcnews.com,together.nbcuni.com,Politifact_Real
nbcnews.com,nbcnews.zendesk.com,Politifact_Real
nbcnews.com,nbc.com,Politifact_Real
nbcnews.com,peacocktv.com,Politifact_Real
nbcnews.com,blogs.rollcall.com,Politifact_Real
nbcnews.com,today.com,Politifact_Real
nbcnews.com,cnbc.com,Politifact_Real
nbcnews.com,x.com,Politifact_Real
nbcnews.com,id.nbcnews.com,Politifact_Real
nbcnews.com,secure.nbcnews.com,Politifact_Real
medium.com,help.medium.com,Politifact_Real
medium.com,blog.medium.com,Politifact_Real
medium.com,speechify.com,Politifact_Real
medium.com,rsci.app.link,Politifact_Real
medium.com,policy.medium.com,Politifact_Real
medium.com,medium.statuspage.io,Politifact_Real
thecaucus.blogs.nytimes.com,nytimes.com,Politifact_Real
thecaucus.blogs.nytimes.com,archive.nytimes.com,Politifact_Real
thecaucus.blogs.nytimes.com,spiderbites.nytimes.com,Politifact_Real
thecaucus.blogs.nytimes.com,politicalinsider.net,Politifact_Real
thecaucus.blogs.nytimes.com,nytco.com,Politifact_Real
thecaucus.blogs.nytimes.com,myaccount.nytimes.com,Politifact_Real
thecaucus.blogs.nytimes.com,topics.nytimes.com,Politifact_Real
thecaucus.blogs.nytimes.com,veteransforcommonsense.org,Politifact_Real
thecaucus.blogs.nytimes.com,elections.nytimes.com,Politifact_Real
cq.com,password.cq.com,Politifact_Real
cbsnews.com,paramountplus.com,Politifact_Real
cbsnews.com,x.com,Politifact_Real
cbsnews.com,pages.beamery.com,Politifact_Real
cbsnews.com,share.flipboard.com,Politifact_Real
cbsnews.com,youtube.com,Politifact_Real
cbsnews.com,cbs.com,Politifact_Real
cbsnews.com,help.cbsnews.com,Politifact_Real
cbsnews.com,cbssports.com,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
tampabay.com,timesphotos.com,Politifact_Real
tampabay.com,enewspaper.tampabay.com,Politifact_Real
tampabay.com,clients.tampabay.com,Politifact_Real
tampabay.com,timestotalmedia.wixsite.com,Politifact_Real
tampabay.com,games.tampabay.com,Politifact_Real
tampabay.com,subscribe.tampabay.com,Politifact_Real
tampabay.com,youtube.com,Politifact_Real
tampabay.com,parsintl.com,Politifact_Real
tampabay.com,timestotalmedia.com,Politifact_Real
tampabay.com,newskeepsake.com,Politifact_Real
tampabay.com,myaccount.tampabay.com,Politifact_Real
tampabay.com,nieonline.com,Politifact_Real
tampabay.com,tampabay.newspapers.com,Politifact_Real
tampabay.com,company.tampabay.com,Politifact_Real
tampabay.com,projects.tampabay.com,Politifact_Real
tampabay.com,placead.tampabay.com,Politifact_Real
tampabay.com,project.tampabay.com,Politifact_Real
tampabay.com,help.tampabay.com,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
ilga.gov,missingkids.org,Politifact_Real
ilga.gov,cyberdriveillinois.com,Politifact_Real
ilga.gov,amberillinois.com,Politifact_Real
ilga.gov,translate.google.com,Politifact_Real
cq.com,password.cq.com,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
cq.com,password.cq.com,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
nap.edu,www8.nationalacademies.org,Politifact_Real
nap.edu,nasonline.org,Politifact_Real
nap.edu,nationalacademies.org,Politifact_Real
nap.edu,pubsindex.trb.org,Politifact_Real
nap.edu,nae.edu,Politifact_Real
nap.edu,media.nap.edu,Politifact_Real
nap.edu,pnas.org,Politifact_Real
nap.edu,nam.edu,Politifact_Real
nap.edu,doi.org,Politifact_Real
nap.edu,nap.nationalacademies.org,Politifact_Real
nap.edu,notes.nap.edu,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
wfpl.org,signforgood.com,Politifact_Real
wfpl.org,events.lpm.org,Politifact_Real
wfpl.org,senatemajority.com,Politifact_Real
wfpl.org,kentucky.com,Politifact_Real
wfpl.org,shop.louisvillepublicmedia.org,Politifact_Real
wfpl.org,publicfiles.fcc.gov,Politifact_Real
wfpl.org,opensecrets.org,Politifact_Real
wfpl.org,donate.lpm.org,Politifact_Real
wfpl.org,lpm.org,Politifact_Real
wfpl.org,politico.com,Politifact_Real
medium.com,help.medium.com,Politifact_Real
medium.com,thehill.com,Politifact_Real
medium.com,blog.medium.com,Politifact_Real
medium.com,speechify.com,Politifact_Real
medium.com,rsci.app.link,Politifact_Real
medium.com,policy.medium.com,Politifact_Real
medium.com,medium.statuspage.io,Politifact_Real
cq.com,password.cq.com,Politifact_Real
abcnews.go.com,nielsen.com,Politifact_Real
abcnews.go.com,disneyplus.com,Politifact_Real
america.aljazeera.com,hotels.aljazeera.net,Politifact_Real
america.aljazeera.com,learning.aljazeera.net,Politifact_Real
america.aljazeera.com,aljazeera.net,Politifact_Real
america.aljazeera.com,aljazeera.com,Politifact_Real
america.aljazeera.com,liberties.aljazeera.com,Politifact_Real
america.aljazeera.com,careers.aljazeera.net,Politifact_Real
america.aljazeera.com,forum.aljazeera.net,Politifact_Real
america.aljazeera.com,doc.aljazeera.net,Politifact_Real
america.aljazeera.com,network.aljazeera.net,Politifact_Real
america.aljazeera.com,studies.aljazeera.net,Politifact_Real
america.aljazeera.com,youtube.com,Politifact_Real
america.aljazeera.com,balkans.aljazeera.net,Politifact_Real
america.aljazeera.com,commercial.aljazeera.net,Politifact_Real
america.aljazeera.com,trust.aljazeera.net,Politifact_Real
america.aljazeera.com,ajplus.net,Politifact_Real
america.aljazeera.com,webapps.aljazeera.net,Politifact_Real
america.aljazeera.com,training.aljazeera.net,Politifact_Real
america.aljazeera.com,sat.aljazeera.net,Politifact_Real
america.aljazeera.com,aljazeeramubasher.net,Politifact_Real
popularmechanics.com,swfound.org,Politifact_Real
popularmechanics.com,shop.popularmechanics.com,Politifact_Real
popularmechanics.com,christiancentury.org,Politifact_Real
popularmechanics.com,unoosa.org,Politifact_Real
popularmechanics.com,x.com,Politifact_Real
popularmechanics.com,w1.buysub.com,Politifact_Real
popularmechanics.com,youtube.com,Politifact_Real
popularmechanics.com,advertising.hearstmagazines.com,Politifact_Real
popularmechanics.com,tiktok.com,Politifact_Real
crime.chicagotribune.com,orlandosentinel.com,Politifact_Real
crime.chicagotribune.com,pilotonline.com,Politifact_Real
crime.chicagotribune.com,sun-sentinel.com,Politifact_Real
crime.chicagotribune.com,careers.tribpub.com,Politifact_Real
crime.chicagotribune.com,store.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,accuweather.com,Politifact_Real
crime.chicagotribune.com,chicagotribune.newspapers.com,Politifact_Real
crime.chicagotribune.com,myaccount.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,studio1847.io,Politifact_Real
crime.chicagotribune.com,mcall.com,Politifact_Real
crime.chicagotribune.com,placeanad.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,chicagotribunemediagroup.com,Politifact_Real
crime.chicagotribune.com,chicagotribune.com,Politifact_Real
crime.chicagotribune.com,nydailynews.com,Politifact_Real
crime.chicagotribune.com,digitaledition.elgincouriernews.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,jobs.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,digitaledition.dailysouthtown.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,digitaledition.napervillemagazine.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,dailypress.com,Politifact_Real
crime.chicagotribune.com,digitaledition.newssunonline.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,classifieds.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,digitaledition.napersun.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,tribpub.com,Politifact_Real
crime.chicagotribune.com,mktops.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,digitaledition.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,digitaledition.post-trib.chicagotribune.com,Politifact_Real
crime.chicagotribune.com,digitaledition.aurorabeaconnews.chicagotribune.com,Politifact_Real
npr.org,help.npr.org,Politifact_Real
npr.org,nprpresents.org,Politifact_Real
npr.org,shopnpr.org,Politifact_Real
npr.org,text.npr.org,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
politifact.com,cbo.gov,Politifact_Real
politifact.com,cruz.senate.gov,Politifact_Real
politifact.com,houstonchronicle.com,Politifact_Real
politifact.com,bsky.app,Politifact_Real
politifact.com,wsj.com,Politifact_Real
politifact.com,dailycaller.com,Politifact_Real
politifact.com,politico.com,Politifact_Real
politifact.com,youtube.com,Politifact_Real
politifact.com,cnn.com,Politifact_Real
politifact.com,senate.gov,Politifact_Real
politifact.com,paul.senate.gov,Politifact_Real
nobelprize.org,careers.nobelprize.org,Politifact_Real
nobelprize.org,youtube.com,Politifact_Real
politifact.com,bsky.app,Politifact_Real
politifact.com,web.stanford.edu,Politifact_Real
politifact.com,time.com,Politifact_Real
greentechmedia.com,x.com,Politifact_Real
greentechmedia.com,lens-help.woodmac.com,Politifact_Real
greentechmedia.com,identity.woodmac.com,Politifact_Real
greentechmedia.com,support.woodmac.com,Politifact_Real
greentechmedia.com,bsky.app,Politifact_Real
greentechmedia.com,youtube.com,Politifact_Real
greentechmedia.com,poweradvocate.com,Politifact_Real
foxnews.com,flipboard.com,Politifact_Real
foxnews.com,foxsports.com,Politifact_Real
foxnews.com,shop.foxnews.com,Politifact_Real
foxnews.com,youtube.com,Politifact_Real
foxnews.com,noticias.foxnews.com,Politifact_Real
foxnews.com,press.foxnews.com,Politifact_Real
foxnews.com,fox.com,Politifact_Real
foxnews.com,foxnews.slack.com,Politifact_Real
foxnews.com,nation.foxnews.com,Politifact_Real
foxnews.com,lipperalpha.refinitiv.com,Politifact_Real
foxnews.com,foxcareers.com,Politifact_Real
foxnews.com,foxadvertising.com,Politifact_Real
foxnews.com,radio.foxnews.com,Politifact_Real
foxnews.com,outkick.com,Politifact_Real
foxnews.com,help.foxnews.com,Politifact_Real
foxnews.com,open.spotify.com,Politifact_Real
foxnews.com,foxweather.com,Politifact_Real
foxnews.com,foxbusiness.com,Politifact_Real
politifact.com,kff.org,Politifact_Real
politifact.com,abcnews.go.com,Politifact_Real
politifact.com,bsky.app,Politifact_Real
politifact.com,heritage.org,Politifact_Real
politifact.com,mass.gov,Politifact_Real
politifact.com,cato.org,Politifact_Real
politifact.com,cbo.gov,Politifact_Real
politifact.com,abcnews.go.com,Politifact_Real
politifact.com,firstread.nbcnews.com,Politifact_Real
politifact.com,bsky.app,Politifact_Real
politifact.com,people-press.org,Politifact_Real
americaneedsmitt.com,ispd2022.com,Politifact_Real
americaneedsmitt.com,lazada.com.my,Politifact_Real
americaneedsmitt.com,lazada.com.ph,Politifact_Real
americaneedsmitt.com,lzd-img-global.slatic.net,Politifact_Real
americaneedsmitt.com,lazada.co.th,Politifact_Real
americaneedsmitt.com,tiktok.com,Politifact_Real
americaneedsmitt.com,lazada.sg,Politifact_Real
americaneedsmitt.com,lazada.co.id,Politifact_Real
americaneedsmitt.com,youtube.com,Politifact_Real
americaneedsmitt.com,lazada.vn,Politifact_Real
americaneedsmitt.com,foll.link,Politifact_Real
americaneedsmitt.com,pages.lazada.co.id,Politifact_Real
americaneedsmitt.com,appgallery.huawei.com,Politifact_Real
cbo.gov,slideshare.net,Politifact_Real
cbo.gov,youtube.com,Politifact_Real
cbo.gov,congress.gov,Politifact_Real
cbo.gov,github.com,Politifact_Real
cbo.gov,threads.net,Politifact_Real
cbo.gov,x.com,Politifact_Real
press.org,pressclubdc.square.site,Politifact_Real
press.org,youtube.com,Politifact_Real
press.org,pressclubinstitute.org,Politifact_Real
press.org,jobs.press.org,Politifact_Real
press.org,members.press.org,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
blogs.desmoinesregister.com,usatoday.com,Politifact_Real
blogs.desmoinesregister.com,cm.desmoinesregister.com,Politifact_Real
blogs.desmoinesregister.com,10best.usatoday.com,Politifact_Real
blogs.desmoinesregister.com,legacy.com,Politifact_Real
blogs.desmoinesregister.com,subscribe.desmoinesregister.com,Politifact_Real
blogs.desmoinesregister.com,desmoinesregister.com,Politifact_Real
blogs.desmoinesregister.com,content-static.usatoday.com,Politifact_Real
blogs.desmoinesregister.com,help.desmoinesregister.com,Politifact_Real
blogs.desmoinesregister.com,user.desmoinesregister.com,Politifact_Real
blogs.desmoinesregister.com,desmoinesregister.gannettcontests.com,Politifact_Real
blogs.desmoinesregister.com,login.desmoinesregister.com,Politifact_Real
blogs.desmoinesregister.com,desmoinesregister.newspapers.com,Politifact_Real
blogs.desmoinesregister.com,account.desmoinesregister.com,Politifact_Real
blogs.desmoinesregister.com,usatoday.gannettcontests.com,Politifact_Real
blogs.desmoinesregister.com,classifieds.desmoinesregister.com,Politifact_Real
blogs.desmoinesregister.com,localiq.com,Politifact_Real
blogs.desmoinesregister.com,supportlocal.usatoday.com,Politifact_Real
blogs.desmoinesregister.com,profile.desmoinesregister.com,Politifact_Real
blogs.desmoinesregister.com,imagn.com,Politifact_Real
foxnews.com,youtube.com,Politifact_Real
foxnews.com,press.foxnews.com,Politifact_Real
foxnews.com,nation.foxnews.com,Politifact_Real
foxnews.com,foxadvertising.com,Politifact_Real
foxnews.com,radio.foxnews.com,Politifact_Real
foxnews.com,foxsports.com,Politifact_Real
foxnews.com,shop.foxnews.com,Politifact_Real
foxnews.com,noticias.foxnews.com,Politifact_Real
foxnews.com,link.chtbl.com,Politifact_Real
foxnews.com,flipboard.com,Politifact_Real
foxnews.com,fox.com,Politifact_Real
foxnews.com,outkick.com,Politifact_Real
foxnews.com,open.spotify.com,Politifact_Real
foxnews.com,help.foxnews.com,Politifact_Real
foxnews.com,foxweather.com,Politifact_Real
foxnews.com,foxnews.slack.com,Politifact_Real
foxnews.com,lipperalpha.refinitiv.com,Politifact_Real
foxnews.com,foxcareers.com,Politifact_Real
foxnews.com,foxbusiness.com,Politifact_Real
politifact.com,bsky.app,Politifact_Real
politifact.com,medium.com,Politifact_Real
politifact.com,webappa.cdc.gov,Politifact_Real
twitter.com,help.x.com,Politifact_Real
abcnews.go.com,nielsen.com,Politifact_Real
abcnews.go.com,disneyplus.com,Politifact_Real
youtube.com,developers.google.com,Politifact_Real
twitter.com,help.x.com,Politifact_Real
senate.gov,congress.gov,Politifact_Real
msnbc.com,msnbcevents.com,Politifact_Real
msnbc.com,msnbcstore.com,Politifact_Real
msnbc.com,secure.msnbc.com,Politifact_Real
msnbc.com,x.com,Politifact_Real
msnbc.com,nbcuniversal.com,Politifact_Real
msnbc.com,nbcunicareers.com,Politifact_Real
msnbc.com,peacocktv.com,Politifact_Real
msnbc.com,together.nbcuni.com,Politifact_Real
msnbc.com,nbcnews.zendesk.com,Politifact_Real
msnbc.com,cnbcrsh.qualtrics.com,Politifact_Real
msnbc.com,today.com,Politifact_Real
msnbc.com,nbcstore.com,Politifact_Real
msnbc.com,nbcnews.com,Politifact_Real
time.com,geo.ema.gs,Politifact_Real
time.com,parsintl.com,Politifact_Real
time.com,redborder.time.com,Politifact_Real
time.com,timeforkids.com,Politifact_Real
time.com,get.time.com,Politifact_Real
time.com,timeedge.com,Politifact_Real
time.com,support.time.com,Politifact_Real
time.com,hillaryclinton.com,Politifact_Real
time.com,timecoverstore.com,Politifact_Real
time.com,api.time.com,Politifact_Real
nbcnews.com,nbcuniversal.com,Politifact_Real
nbcnews.com,msnbc.com,Politifact_Real
nbcnews.com,nbcunicareers.com,Politifact_Real
nbcnews.com,nbcuacademy.com,Politifact_Real
nbcnews.com,together.nbcuni.com,Politifact_Real
nbcnews.com,nbcnews.zendesk.com,Politifact_Real
nbcnews.com,nbc.com,Politifact_Real
nbcnews.com,peacocktv.com,Politifact_Real
nbcnews.com,today.com,Politifact_Real
nbcnews.com,cnbc.com,Politifact_Real
nbcnews.com,x.com,Politifact_Real
nbcnews.com,id.nbcnews.com,Politifact_Real
senate.gov,congress.gov,Politifact_Real
medium.com,help.medium.com,Politifact_Real
medium.com,blog.medium.com,Politifact_Real
medium.com,speechify.com,Politifact_Real
medium.com,hillaryclinton.com,Politifact_Real
medium.com,rsci.app.link,Politifact_Real
medium.com,policy.medium.com,Politifact_Real
medium.com,medium.statuspage.io,Politifact_Real
medium.com,msnbc.com,Politifact_Real
radaronline.com,google.com,Politifact_Real
radaronline.com,share.flipboard.com,Politifact_Real
